Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
37,1,1107,1,14,3,0,1,515,4,0,95,3,1,2,1,2,3034,26914,1,0,12,3,3,80,1,18,2,2,18,7,12,17,0
40,1,759,0,2,2,2,1,516,4,0,46,3,2,0,2,2,5715,22553,7,0,12,3,3,80,2,8,5,3,5,4,1,3,0
42,1,201,1,1,4,0,1,517,2,0,95,3,1,2,1,2,2576,20490,3,0,16,3,2,80,1,8,5,3,5,2,1,2,0
37,1,1305,1,10,4,0,1,518,3,1,49,3,2,3,2,0,4197,21123,2,1,12,3,4,80,0,18,2,2,1,0,0,1,0
43,1,982,1,12,3,0,1,520,1,1,59,2,4,6,2,2,14336,4345,1,0,11,3,3,80,1,25,3,3,25,10,3,9,0
40,1,555,1,2,3,1,1,521,2,0,78,2,2,2,3,1,3448,13436,6,0,22,4,2,80,1,20,3,3,1,0,0,0,0
54,1,821,1,5,2,1,1,522,1,1,86,3,5,6,1,1,19406,8509,4,0,11,3,3,80,1,24,4,2,4,2,1,2,0
34,0,1381,0,4,4,2,1,523,3,0,72,3,2,0,3,1,6538,12740,9,0,15,3,1,80,1,6,3,3,3,2,1,2,0
31,1,480,1,7,2,1,1,524,2,0,31,3,2,3,1,1,4306,4156,1,0,12,3,2,80,1,13,5,1,13,10,3,12,0
43,1,313,1,21,3,1,1,525,4,1,61,3,1,2,4,1,2258,15238,7,0,20,4,1,80,1,8,1,3,3,2,1,2,0
43,1,1473,1,8,4,4,1,526,3,0,74,3,2,7,3,2,4522,2227,4,1,14,3,4,80,0,8,3,3,5,2,0,2,0
25,1,891,0,4,2,0,1,527,2,0,99,2,2,0,4,0,4487,12090,1,1,11,3,2,80,0,5,3,3,5,4,1,3,0
37,0,1063,1,25,5,1,1,529,2,0,72,3,2,1,3,1,4449,23866,3,1,15,3,1,80,2,15,2,3,13,11,10,7,0
31,1,329,1,1,2,0,1,530,4,1,98,2,1,2,1,1,2218,16193,1,0,12,3,3,80,1,4,3,3,4,2,3,2,0
39,1,1218,1,1,1,0,1,531,2,1,52,3,5,4,3,2,19197,8213,1,1,14,3,3,80,1,21,3,3,21,8,1,6,0
56,1,906,0,6,3,0,1,532,3,0,86,4,4,0,1,1,13212,18256,9,0,11,3,4,80,3,36,0,2,7,7,7,7,0
30,1,1082,0,12,3,3,1,533,2,0,83,3,2,0,3,0,6577,19558,0,0,11,3,2,80,0,6,6,3,5,4,4,4,0
41,1,645,0,1,3,2,1,534,2,1,49,4,3,0,1,1,8392,19566,1,0,16,3,3,80,1,10,2,3,10,7,0,7,0
28,1,1300,1,17,2,1,1,536,3,1,79,3,2,2,1,2,4558,13535,1,0,12,3,4,80,1,10,2,3,10,0,1,8,0
25,1,688,1,3,3,1,1,538,1,1,91,3,1,2,1,1,4031,9396,5,0,13,3,3,80,1,6,5,3,2,2,0,2,1
52,1,319,1,3,3,1,1,543,4,1,39,2,3,3,3,1,7969,19609,2,1,14,3,3,80,0,28,4,3,5,4,0,4,0
45,1,192,1,10,2,0,1,544,1,1,69,3,1,1,4,1,2654,9655,3,0,21,4,4,80,2,8,3,2,2,2,0,2,0
52,1,1490,1,4,2,0,1,546,4,0,30,3,4,4,4,1,16555,10310,2,0,13,3,4,80,0,31,2,1,5,2,1,4,0
42,1,532,1,29,2,0,1,547,1,0,92,3,2,1,3,2,4556,12932,2,0,11,3,2,80,1,19,3,3,5,4,0,2,0
30,1,317,1,2,3,0,1,548,3,0,43,1,2,3,4,0,6091,24793,2,0,20,4,3,80,0,11,2,3,5,4,0,2,0
60,1,422,1,7,3,0,1,549,1,0,41,3,5,4,1,1,19566,3854,5,0,11,3,4,80,0,33,5,1,29,8,11,10,0
46,1,1485,1,18,3,1,1,550,3,0,87,3,2,3,3,2,4810,26314,2,0,14,3,3,80,1,19,5,2,10,7,0,8,0
42,1,1368,1,28,4,3,1,551,4,0,88,2,2,7,4,1,4523,4386,0,0,11,3,4,80,3,7,4,4,6,5,0,4,0
24,1,1448,0,1,1,3,1,554,1,0,62,3,1,5,2,0,3202,21972,1,1,16,3,2,80,0,6,4,3,5,3,1,4,1
34,1,296,0,6,2,2,1,555,4,0,33,1,1,5,3,2,2351,12253,0,0,16,3,4,80,1,3,3,2,2,2,1,0,1
38,1,1490,1,2,2,0,1,556,4,1,42,3,1,2,4,1,1702,12106,1,1,23,4,3,80,1,1,3,3,1,0,0,0,0
40,1,1398,0,2,4,0,1,558,3,0,79,3,5,4,3,1,18041,13022,0,0,14,3,4,80,0,21,2,3,20,15,1,12,0
26,1,1349,1,23,3,0,1,560,1,0,90,3,1,1,4,2,2886,3032,1,0,22,4,2,80,2,3,3,1,3,2,0,2,0
30,0,1400,1,3,3,0,1,562,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,3,80,1,9,3,1,5,3,1,4,0
29,1,986,1,3,4,1,1,564,2,1,93,2,3,6,3,1,11935,21526,1,0,18,3,3,80,0,10,2,3,10,2,0,7,0
29,1,408,1,25,5,3,1,565,3,0,71,2,1,1,2,1,2546,18300,5,0,16,3,2,80,0,6,2,4,2,2,1,1,1
19,1,489,2,2,2,3,1,566,1,1,52,2,1,8,4,0,2564,18437,1,0,12,3,3,80,0,1,3,4,1,0,0,0,1
30,0,1398,0,22,4,4,1,567,3,0,69,3,3,0,1,1,8412,2890,0,0,11,3,3,80,0,10,3,3,9,8,7,8,0
57,1,210,0,29,3,2,1,568,1,1,56,2,4,4,4,2,14118,22102,3,0,12,3,3,80,1,32,3,2,1,0,0,0,0
50,1,1099,1,29,4,0,1,569,2,1,88,2,4,4,3,1,17046,9314,0,0,15,3,2,80,1,28,2,3,27,10,15,7,0
30,0,1116,1,2,3,1,1,571,3,0,49,3,1,2,4,0,2564,7181,0,0,14,3,3,80,0,12,2,2,11,7,6,7,0
60,1,1499,0,28,3,2,1,573,3,0,80,2,3,0,1,1,10266,2845,4,0,19,3,4,80,0,22,5,4,18,13,13,11,0
47,1,983,1,2,2,1,1,574,1,0,65,3,2,3,4,2,5070,7389,5,0,13,3,3,80,3,20,2,3,5,0,0,4,0
46,1,1009,1,2,3,0,1,575,1,1,51,3,4,6,3,1,17861,2288,6,0,13,3,3,80,0,26,2,1,3,2,0,1,0
35,1,144,1,22,3,0,1,577,4,1,46,1,1,2,3,0,4230,19225,0,0,15,3,3,80,0,6,2,3,5,4,4,3,0
54,1,548,1,8,4,0,1,578,3,0,42,3,2,2,3,0,3780,23428,7,0,11,3,3,80,0,19,3,3,1,0,0,0,0
34,1,1303,1,2,4,0,1,579,4,1,62,2,1,1,3,2,2768,8416,3,0,12,3,3,80,1,14,3,3,7,3,5,7,0
46,1,1125,0,10,3,2,1,580,3,0,94,2,3,0,4,1,9071,11563,2,1,19,3,3,80,1,15,3,3,3,2,1,2,0
31,1,1274,1,9,1,0,1,581,3,1,33,3,3,3,2,2,10648,14394,1,0,25,4,4,80,1,13,6,4,13,8,0,8,0
33,1,1277,1,15,1,1,1,582,2,1,56,3,3,4,3,1,13610,24619,7,1,12,3,4,80,0,15,2,4,7,6,7,7,1
33,1,587,1,10,1,1,1,584,1,1,38,1,1,2,4,2,3408,6705,7,0,13,3,1,80,3,8,2,3,4,3,1,3,1
30,1,413,0,7,1,2,1,585,4,1,57,3,1,5,2,0,2983,18398,0,0,14,3,1,80,0,4,3,3,3,2,1,2,0
35,1,1276,1,16,3,0,1,586,4,1,72,3,3,7,3,1,7632,14295,4,1,12,3,3,80,0,10,2,3,8,7,0,0,0
31,1,534,1,20,3,0,1,587,1,1,66,3,3,7,3,1,9824,22908,3,0,12,3,1,80,0,12,2,3,1,0,0,0,1
34,1,988,2,23,3,5,1,590,2,0,43,3,3,8,1,2,9950,11533,9,1,15,3,3,80,3,11,2,3,3,2,0,2,1
42,1,1474,1,5,2,4,1,591,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,80,1,8,4,3,2,2,2,0,0
36,0,635,0,10,4,1,1,592,2,1,32,3,3,0,4,0,9980,15318,1,0,14,3,4,80,0,10,3,2,10,3,9,7,0
22,1,1368,1,4,1,3,1,593,3,1,99,2,1,2,3,0,3894,9129,5,0,16,3,3,80,0,4,3,3,2,2,1,2,1
48,1,163,0,2,5,2,1,595,2,0,37,3,2,0,4,1,4051,19658,2,0,14,3,1,80,1,14,2,3,9,7,6,7,0
55,1,1117,0,18,5,0,1,597,1,0,83,3,4,4,2,0,16835,9873,3,0,23,4,4,80,0,37,2,3,10,9,7,7,0
41,0,267,0,10,2,0,1,599,4,1,56,3,2,0,4,0,6230,13430,7,0,14,3,4,80,0,16,3,3,14,3,1,10,0
35,1,619,0,1,3,2,1,600,2,1,85,3,2,0,3,1,4717,18659,9,0,11,3,3,80,0,15,2,3,11,9,6,9,0
40,1,302,1,6,3,0,1,601,2,0,75,3,4,3,3,0,13237,20364,7,0,15,3,3,80,0,22,3,3,20,6,5,13,0
39,1,443,1,8,1,0,1,602,3,0,48,3,1,2,3,1,3755,17872,1,0,11,3,1,80,1,8,3,3,8,3,0,7,0
31,1,828,0,2,1,0,1,604,2,1,77,3,2,0,4,0,6582,8346,4,1,13,3,3,80,0,10,2,4,6,5,0,5,0
42,1,319,1,24,3,1,1,605,4,1,56,3,3,3,1,1,7406,6950,1,1,21,4,4,80,1,10,5,2,10,9,5,8,0
45,1,561,0,2,3,4,1,606,4,1,61,3,2,0,2,1,4805,16177,0,0,19,3,2,80,1,9,3,4,8,7,3,7,0
26,1,426,2,17,4,0,1,608,2,0,58,3,1,8,3,2,2741,22808,0,1,11,3,2,80,1,8,2,2,7,7,1,0,1
29,1,232,1,19,3,3,1,611,4,1,34,3,2,3,4,2,4262,22645,4,0,12,3,2,80,2,8,2,4,3,2,1,2,0
33,1,922,1,1,5,1,1,612,1,0,95,4,4,6,3,2,16184,22578,4,0,19,3,3,80,1,10,2,3,6,1,0,5,0
31,1,688,0,7,3,0,1,613,3,1,44,2,3,4,4,2,11557,25291,9,0,21,4,3,80,1,10,3,2,5,4,0,1,0
18,1,1306,0,5,3,2,1,614,2,1,69,3,1,5,2,0,1878,8059,1,1,14,3,4,80,0,0,3,3,0,0,0,0,1
40,0,1094,0,28,3,4,1,615,3,1,58,1,3,0,1,2,10932,11373,3,0,15,3,3,80,1,20,2,3,1,0,0,1,0
41,0,509,1,2,4,4,1,616,1,0,62,2,2,7,3,0,6811,2112,2,1,17,3,1,80,0,10,3,3,8,7,0,7,0
26,1,775,0,29,2,1,1,618,1,1,45,3,2,0,3,2,4306,4267,5,0,12,3,1,80,2,8,5,3,0,0,0,0,0
35,1,195,0,1,3,1,1,620,1,0,80,3,2,0,3,0,4859,6698,1,0,16,3,4,80,0,5,3,3,5,4,0,3,0
34,1,258,0,21,4,0,1,621,4,1,74,4,2,0,4,0,5337,19921,1,0,12,3,4,80,0,10,3,3,10,7,5,7,0
26,1,471,1,24,3,3,1,622,3,1,66,1,1,2,4,0,2340,23213,1,1,18,3,2,80,0,1,3,1,1,0,0,0,1
37,1,799,1,1,3,3,1,623,2,0,59,3,3,3,4,0,7491,23848,4,0,17,3,4,80,0,12,3,4,6,5,1,2,0
46,1,1034,1,18,1,1,1,624,1,0,86,3,3,7,3,1,10527,8984,5,0,11,3,4,80,0,28,3,2,2,2,1,2,0
41,1,1276,0,2,5,0,1,625,2,0,91,3,4,4,1,1,16595,5626,7,0,16,3,2,80,1,22,2,3,18,16,11,8,0
37,0,142,0,9,4,1,1,626,1,1,69,3,3,0,2,2,8834,24666,1,0,13,3,4,80,1,9,6,3,9,5,7,7,0
52,1,956,1,6,2,3,1,630,4,1,78,3,2,1,1,2,5577,22087,3,1,12,3,2,80,2,18,3,3,10,9,6,9,0
32,0,1474,0,11,4,4,1,631,4,1,60,4,2,0,3,1,4707,23914,8,0,12,3,4,80,0,6,2,3,4,2,1,2,1
24,1,535,0,24,3,1,1,632,4,1,38,3,1,5,4,1,2400,5530,0,0,13,3,3,80,2,3,3,3,2,2,2,1,0
38,1,1495,1,10,3,1,1,634,3,0,76,3,2,7,3,1,9824,22174,3,0,19,3,3,80,1,18,4,3,1,0,0,0,0
37,1,446,1,1,4,0,1,635,2,0,65,3,2,3,2,1,6447,15701,6,0,12,3,2,80,1,8,2,2,6,5,4,3,0
49,1,1245,1,18,4,0,1,638,4,1,58,2,5,6,3,2,19502,2125,1,1,17,3,3,80,1,31,5,3,31,9,0,9,0
24,1,691,1,23,3,1,1,639,2,1,89,4,1,1,4,1,2725,21630,1,1,11,3,2,80,2,6,3,3,6,5,1,4,0
26,1,703,0,28,2,2,1,641,1,1,66,3,2,0,2,1,6272,7428,1,0,20,4,4,80,2,6,5,4,5,3,1,4,0
24,1,823,1,17,2,4,1,643,4,1,94,2,1,2,2,1,2127,9100,1,0,21,4,4,80,1,1,2,3,1,0,0,0,0
50,1,1246,2,3,3,1,1,644,1,1,99,3,5,4,2,1,18200,7999,1,0,11,3,3,80,1,32,2,3,32,5,10,7,0
25,1,622,0,13,1,1,1,645,2,1,40,3,1,5,3,1,2096,26376,1,0,11,3,3,80,0,7,1,3,7,4,0,6,0
24,1,1287,1,7,3,0,1,647,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,80,1,6,4,3,6,3,1,2,1
30,1,448,0,12,4,0,1,648,2,1,74,2,1,5,1,1,2033,14470,1,0,18,3,3,80,1,1,2,4,1,0,0,0,1
34,1,254,1,1,2,0,1,649,2,1,83,2,1,1,4,1,3622,22794,1,1,13,3,4,80,1,6,3,3,6,5,1,3,0
31,1,1365,0,13,4,1,1,650,2,1,46,3,2,0,1,2,4233,11512,2,0,17,3,3,80,0,9,2,1,3,1,1,2,1
35,1,538,1,25,2,4,1,652,1,1,54,2,2,2,4,0,3681,14004,4,0,14,3,4,80,0,9,3,3,3,2,0,2,0
31,1,525,0,6,4,1,1,653,1,1,66,4,2,0,4,2,5460,6219,4,0,22,4,4,80,2,13,4,4,7,7,5,7,0
27,1,798,1,6,4,1,1,655,1,0,66,2,1,1,3,2,2187,5013,0,0,12,3,3,80,2,6,5,2,5,3,0,3,0
37,1,558,0,2,3,2,1,656,4,1,75,3,2,0,3,1,9602,3010,4,1,11,3,3,80,1,17,3,2,3,0,1,0,0
20,1,959,1,1,3,0,1,657,4,0,83,2,1,1,2,0,2836,11757,1,0,13,3,4,80,0,1,0,4,1,0,0,0,0
42,1,622,1,2,4,0,1,659,3,0,81,3,2,7,4,1,4089,5718,1,0,13,3,2,80,2,10,4,3,10,2,2,2,0
43,1,782,1,6,4,4,1,661,2,1,50,2,4,6,4,2,16627,2671,4,1,14,3,3,80,1,21,3,2,1,0,0,0,0
38,1,362,1,1,1,0,1,662,3,0,43,3,1,1,1,0,2619,14561,3,0,17,3,4,80,0,8,3,2,0,0,0,0,0
43,1,1001,1,9,5,1,1,663,4,1,72,3,2,2,3,2,5679,19627,3,1,13,3,2,80,1,10,3,3,8,7,4,7,0
48,1,1236,1,1,4,0,1,664,4,0,40,2,4,4,1,1,15402,17997,7,0,11,3,1,80,1,21,3,1,3,2,0,2,0
44,1,1112,2,1,4,0,1,665,1,0,50,2,2,8,3,0,5985,26894,4,0,11,3,2,80,0,10,1,4,2,2,0,2,0
34,1,204,0,14,3,3,1,666,3,0,31,3,1,5,3,2,2579,2912,1,1,18,3,4,80,2,8,3,3,8,2,0,6,0
27,1,1420,0,2,1,2,1,667,3,1,85,3,1,5,1,2,3041,16346,0,0,11,3,2,80,1,5,3,3,4,3,0,2,1
21,1,1343,0,22,1,3,1,669,3,1,49,3,1,5,3,0,3447,24444,1,0,11,3,3,80,0,3,2,3,3,2,1,2,0
44,1,1315,1,3,4,4,1,671,4,1,35,3,5,4,4,1,19513,9358,4,1,12,3,1,80,1,26,2,4,2,2,0,1,0
22,1,604,1,6,1,1,1,675,1,1,69,3,1,1,3,1,2773,12145,0,0,20,4,4,80,0,3,3,3,2,2,2,2,0
33,1,1216,0,8,4,2,1,677,3,1,39,3,2,0,3,2,7104,20431,0,0,12,3,4,80,0,6,3,3,5,0,1,2,0
32,1,646,1,9,4,0,1,679,1,0,92,3,2,1,4,1,6322,18089,1,1,12,3,4,80,1,6,2,2,6,4,0,5,0
30,1,160,1,3,3,1,1,680,3,0,71,3,1,1,3,2,2083,22653,1,0,20,4,3,80,1,1,2,3,1,0,0,0,0
53,1,238,0,1,1,1,1,682,4,0,34,3,2,0,1,0,8381,7507,7,0,20,4,4,80,0,18,2,4,14,7,8,10,0
34,1,1397,1,1,5,0,1,683,2,1,42,3,1,1,4,1,2691,7660,1,0,12,3,4,80,1,10,4,2,10,9,8,8,0
45,1,306,0,26,4,0,1,684,1,0,100,3,2,0,1,1,4286,5630,2,0,14,3,4,80,2,5,4,3,1,1,0,0,1
26,1,991,1,6,3,0,1,686,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,80,1,3,2,3,3,2,0,2,0
37,1,482,1,3,3,4,1,689,3,1,36,3,3,3,3,1,9434,9606,1,0,15,3,3,80,1,10,2,3,10,7,7,8,0
29,1,1176,0,3,2,1,1,690,2,0,62,3,2,0,3,1,5561,3487,1,0,14,3,1,80,1,6,5,2,6,0,1,2,0
35,1,1017,1,6,4,0,1,691,2,1,82,1,2,1,4,0,6646,19368,1,0,13,3,2,80,0,17,3,3,17,11,11,8,0
33,1,1296,1,6,3,0,1,692,3,1,30,3,2,7,4,2,7725,5335,3,0,23,4,3,80,1,15,2,1,13,11,4,7,0
54,1,397,2,19,4,1,1,698,3,1,88,3,3,8,2,1,10725,6729,2,0,15,3,3,80,1,16,1,4,9,7,7,1,0
36,1,913,1,9,2,1,1,699,2,1,48,2,2,3,2,2,8847,13934,2,1,11,3,3,80,1,13,2,3,3,2,0,2,0
27,1,1115,1,3,4,1,1,700,1,1,54,2,1,1,4,0,2045,15174,0,0,13,3,4,80,0,5,0,3,4,2,1,1,0
20,1,1362,1,10,1,1,1,701,4,1,32,3,1,1,3,0,1009,26999,1,1,11,3,4,80,0,1,5,3,1,0,1,1,1
33,1,1076,1,3,3,0,1,702,1,1,70,3,1,1,1,0,3348,3164,1,1,11,3,1,80,0,10,3,3,10,8,9,7,1
35,0,727,1,3,3,0,1,704,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,80,2,1,3,3,1,0,0,0,0
23,1,885,1,4,3,1,1,705,1,1,58,4,1,1,1,1,2819,8544,2,0,16,3,1,80,1,5,3,4,3,2,0,2,0
25,1,810,0,8,3,0,1,707,4,1,57,4,2,0,2,1,4851,15678,0,0,22,4,3,80,1,4,4,3,3,2,1,2,0
38,1,243,0,7,4,2,1,709,4,0,46,2,2,0,4,0,4028,7791,0,0,20,4,1,80,0,8,2,3,7,7,0,5,0
29,1,806,1,1,4,0,1,710,2,1,76,1,1,1,4,2,2720,18959,1,0,18,3,4,80,1,10,5,3,10,7,2,8,0
48,1,817,0,2,1,2,1,712,2,1,56,4,2,0,2,1,8120,18597,3,0,12,3,4,80,0,12,3,3,2,2,2,2,0
27,1,1410,0,3,1,1,1,714,4,0,71,4,2,0,4,2,4647,16673,1,1,20,4,2,80,2,6,3,3,6,5,0,4,0
37,1,1225,1,10,2,0,1,715,4,1,80,4,1,1,4,0,4680,15232,3,0,17,3,1,80,0,4,2,3,1,0,0,0,0
50,1,1207,1,28,1,1,1,716,4,1,74,4,1,2,3,1,3221,3297,1,1,11,3,3,80,3,20,3,3,20,8,3,8,0
34,1,1442,1,9,3,1,1,717,4,0,46,2,3,7,2,0,8621,17654,1,0,14,3,2,80,0,9,3,4,8,7,7,7,0
24,1,693,0,3,2,0,1,720,1,0,65,3,2,0,3,0,4577,24785,9,0,14,3,1,80,0,4,3,3,2,2,2,0,1
39,1,408,1,2,4,3,1,721,4,0,80,2,2,7,3,0,4553,20978,1,0,11,3,1,80,0,20,4,3,20,7,11,10,0
32,1,929,0,10,3,2,1,722,4,1,55,3,2,0,4,0,5396,21703,1,0,12,3,4,80,0,10,2,2,10,7,0,8,0
50,1,562,0,8,2,3,1,723,2,1,50,3,2,0,3,1,6796,23452,3,1,14,3,1,80,1,18,4,3,4,3,1,3,1
38,1,827,1,1,4,0,1,724,2,0,33,4,2,7,4,0,7625,19383,0,0,13,3,3,80,0,10,4,2,9,7,1,8,0
27,1,608,1,1,2,0,1,725,3,0,68,3,3,3,1,1,7412,6009,1,0,11,3,4,80,0,9,3,3,9,7,0,7,0
32,1,1018,1,3,2,0,1,727,3,0,39,3,3,6,4,0,11159,19373,3,0,15,3,4,80,0,10,6,3,7,7,7,7,0
47,1,703,0,14,4,2,1,728,4,1,42,3,2,0,1,0,4960,11825,2,0,12,3,4,80,0,20,2,3,7,7,1,7,0
40,1,580,0,5,4,0,1,729,4,1,48,2,3,0,1,1,10475,23772,5,1,21,4,3,80,1,20,2,3,18,13,1,12,0
53,1,970,1,7,3,0,1,730,3,1,59,4,4,6,3,1,14814,13514,3,0,19,3,3,80,0,32,3,3,5,1,1,3,0
41,1,427,2,10,4,5,1,731,2,1,73,2,5,4,4,2,19141,8861,3,0,15,3,2,80,3,23,2,2,21,6,12,6,0
60,1,1179,0,16,4,2,1,732,1,1,84,3,2,0,1,0,5405,11924,8,0,14,3,4,80,0,10,1,3,2,2,2,2,0
27,1,294,1,10,2,0,1,733,4,1,32,3,3,3,1,2,8793,4809,1,0,21,4,3,80,2,9,4,2,9,7,1,7,0
41,1,314,2,1,3,5,1,734,4,1,59,2,5,4,3,1,19189,19562,1,0,12,3,2,80,1,22,3,3,22,7,2,10,0
50,1,316,0,8,4,2,1,738,4,1,54,3,1,5,2,1,3875,9983,7,0,15,3,4,80,1,4,2,3,2,2,2,2,0
28,1,654,1,1,2,0,1,741,1,0,67,1,1,1,2,0,2216,3872,7,1,13,3,4,80,0,10,4,3,7,7,3,7,1
36,0,427,1,8,3,0,1,742,1,0,63,4,3,6,1,1,11713,20335,9,0,14,3,1,80,1,10,2,3,8,7,0,5,0
38,1,168,1,1,3,0,1,743,3,0,81,3,3,3,3,0,7861,15397,4,1,14,3,4,80,0,10,4,4,1,0,0,0,0
44,0,381,1,24,3,1,1,744,1,1,49,1,1,2,3,0,3708,2104,2,0,14,3,3,80,0,9,5,3,5,2,1,4,0
47,1,217,0,3,3,1,1,746,4,0,49,3,4,0,3,2,13770,10225,9,1,12,3,4,80,2,28,2,2,22,2,11,13,0
30,1,501,0,27,5,2,1,747,3,1,99,3,2,0,4,2,5304,25275,7,0,23,4,4,80,1,10,2,2,8,7,7,7,0
29,1,1396,0,10,3,0,1,749,3,1,99,3,1,5,3,0,2642,2755,1,0,11,3,3,80,0,1,6,3,1,0,0,0,0
42,1,933,1,19,3,1,1,752,3,1,57,4,1,1,3,2,2759,20366,6,1,12,3,4,80,0,7,2,3,2,2,2,2,1
43,1,775,0,15,3,0,1,754,4,1,47,2,2,0,4,1,6804,23683,3,0,18,3,3,80,1,7,5,3,2,2,2,2,0
34,1,970,1,8,2,1,1,757,2,0,96,3,2,7,3,0,6142,7360,3,0,11,3,4,80,0,10,2,3,5,1,4,3,0
23,1,650,1,9,1,1,1,758,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,80,1,5,2,4,4,3,0,2,0
39,1,141,2,3,3,5,1,760,3,0,44,4,2,8,2,1,6389,18767,9,0,15,3,3,80,1,12,3,1,8,3,3,6,0
56,1,832,1,9,3,1,1,762,3,1,81,3,4,7,4,1,11103,20420,7,0,11,3,3,80,0,30,1,2,10,7,1,1,0
40,1,804,1,2,1,1,1,763,4,0,86,2,1,1,4,0,2342,22929,0,1,20,4,4,80,0,5,2,2,4,2,2,3,0
27,1,975,1,7,3,1,1,764,4,0,55,2,2,7,1,0,6811,23398,8,0,19,3,1,80,0,9,2,1,7,6,0,7,0
29,1,1090,0,10,3,2,1,766,4,1,83,3,1,5,2,2,2297,17967,1,0,14,3,4,80,2,2,2,3,2,2,2,2,0
53,1,346,1,6,3,0,1,769,4,1,86,3,2,2,4,0,2450,10919,2,0,17,3,4,80,0,19,4,3,2,2,2,2,0
35,0,1225,1,2,4,0,1,771,4,0,61,3,2,7,1,2,5093,4761,2,0,11,3,1,80,1,16,2,4,1,0,0,0,0
32,1,430,1,24,4,0,1,772,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,80,2,10,2,3,10,8,4,7,0
38,1,268,1,2,5,1,1,773,4,1,92,3,1,1,3,1,3057,20471,6,1,13,3,2,80,1,6,0,1,1,0,0,1,0
34,1,167,1,8,5,0,1,775,2,0,32,3,2,3,1,2,5121,4187,3,0,14,3,3,80,1,7,3,3,0,0,0,0,0
52,1,621,0,3,4,2,1,776,3,1,31,2,4,4,1,1,16856,10084,1,0,11,3,1,80,0,34,3,4,34,6,1,16,0
33,1,527,1,1,4,4,1,780,4,1,63,3,1,1,4,0,2686,5207,1,1,13,3,3,80,0,10,2,2,10,9,7,8,1
25,1,883,0,26,1,1,1,781,3,0,32,3,2,0,4,0,6180,22807,1,0,23,4,2,80,0,6,5,2,6,5,1,4,0
45,1,954,0,2,2,3,1,783,2,1,46,1,2,5,3,0,6632,12388,0,0,13,3,1,80,0,9,3,3,8,7,3,1,0
23,1,310,1,10,1,1,1,784,1,1,79,4,1,1,3,0,3505,19630,1,0,18,3,4,80,0,2,3,3,2,2,0,2,0
47,1,719,0,27,2,0,1,785,2,0,77,4,2,0,3,0,6397,10339,4,1,12,3,4,80,0,8,2,3,5,4,1,3,1
34,1,304,0,2,3,4,1,786,4,1,60,3,2,0,4,0,6274,18686,1,0,22,4,3,80,0,6,5,3,6,5,1,4,0
55,1,725,1,2,3,1,1,787,4,1,78,3,5,4,1,1,19859,21199,5,1,13,3,4,80,1,24,2,3,5,2,1,4,1
36,0,1434,0,8,4,0,1,789,1,1,76,2,3,0,1,0,7587,14229,1,0,15,3,2,80,0,10,1,3,10,7,0,9,0
52,0,715,1,19,4,1,1,791,4,1,41,3,1,1,4,1,4258,26589,0,0,18,3,1,80,1,5,3,3,4,3,1,2,0
26,1,575,1,1,2,0,1,792,1,0,71,1,1,2,4,2,4364,5288,3,0,14,3,1,80,1,5,2,3,2,2,2,0,0
29,1,657,1,27,3,1,1,793,2,0,66,3,2,7,3,1,4335,25549,4,0,12,3,1,80,1,11,3,2,8,7,1,1,0
26,1,1146,0,8,3,3,1,796,4,1,38,2,2,0,1,0,5326,3064,6,0,17,3,3,80,0,6,2,2,4,3,1,2,1
34,1,182,1,1,4,0,1,797,2,0,72,4,1,1,4,0,3280,13551,2,0,16,3,3,80,0,10,2,3,4,2,1,3,0
54,1,376,1,19,4,1,1,799,4,0,95,3,2,3,1,2,5485,22670,9,1,11,3,2,80,2,9,4,3,5,3,1,4,0
27,1,829,0,8,1,2,1,800,3,1,84,3,2,0,4,1,4342,24008,0,0,19,3,2,80,1,5,3,3,4,2,1,1,0
37,1,571,1,10,1,0,1,802,4,0,82,3,1,1,1,2,2782,19905,0,1,13,3,2,80,2,6,3,2,5,3,4,3,0
38,1,240,1,2,4,0,1,803,1,0,75,4,2,3,1,0,5980,26085,6,1,12,3,4,80,0,17,2,3,15,7,4,12,0
34,1,121,1,2,4,1,1,804,3,0,86,2,1,1,1,0,4381,7530,1,0,11,3,3,80,0,6,3,3,6,5,1,3,0
35,1,384,0,8,4,0,1,805,1,0,72,3,1,5,4,1,2572,20317,1,0,16,3,2,80,1,3,1,2,3,2,0,2,0
